page_id,page_title,view_count,protection_status,page_length,edit_count,page_watchers,page_watchers_recent_edits,page_views_past_30days,page_id_scrapped,redirects,recent_number_of_edits,number_distinct_authors,number_categories
21487063,Varangians,1178077,sysop,34827,1450,258,33,16001,21487063,11,3,3,15
21490957,Thomas Aquinas,5713840,sysop,126871,6019,895,81,53874,21490957,41,5,5,78
21496243,VeggieTales,1939928,sysop,50129,6932,171,22,28879,21496243,25,14,11,13
21615,Nostradamus,8817188,sysop,49654,6560,856,44,84759,21615,32,9,9,36
21950,Khyber Pakhtunkhwa,2707278,sysop,108799,4730,208,22,51411,21950,107,21,11,27
22079091,Rod Dreher,480374,sysop,63808,774,67,16,7304,22079091,3,2,2,22
2236472,Transformers (film),7276665,sysop,81849,11631,514,22,77519,2236472,12,18,12,9
2243595,Sati,138747,sysop,1864,195,Fewer than 30 watchers,,618,2243595,4,0,0,
22709,Okapi,3338751,sysop,38483,3233,230,25,50249,22709,15,3,2,13
2289648,Windows Vista,3619895,sysop,154373,14047,1342,44,41628,2289648,57,14,10,21
23306833,Gobi Desert,2875630,sysop,34917,2117,203,13,32683,23306833,16,2,2,19
2337719,List of Total Nonstop Action Wrestling personnel,2296048,sysop,65,3,137,9,547,53703583,0,0,0,
2346196,Khowar language,166809,sysop,14378,842,67,13,1951,2346196,19,0,0,12
23492370,Jed York,941547,sysop,12561,514,Fewer than 30 watchers,,2402,23492370,0,2,1,6
23493896,Jindal Group,363464,sysop,0,,Fewer than 30 watchers,,0,0,0,,,
235589,Axolotl,7299984,sysop,38011,1905,353,46,202524,235589,12,40,29,19
237121,Tim Pawlenty,633577,sysop,111483,2484,121,9,5448,237121,16,3,3,19
240390,Fernando Alonso,5058797,sysop,185123,5612,174,28,123240,240390,5,6,6,26
24209,Profanity,2631829,sysop,39739,6982,498,57,30345,24209,55,4,4,12
2423824,Nate Robinson,6411198,sysop,47971,3407,107,8,38340,2423824,3,7,5,5
25198426,Mysandbox,1067,sysop,0,,Fewer than 30 watchers,,0,0,0,,,
25233,Quartz,5315926,sysop,55405,3088,487,48,50718,25233,29,6,6,14
2527797,Heathenry (new religious movement),2429961,sysop,116950,3969,471,66,31103,2527797,90,5,4,6
2530989,Qizilbash,493832,sysop,42137,1868,221,11,6959,2530989,13,1,1,21
25390847,Jeremy Lin,8821963,sysop,211801,3422,190,33,61452,25390847,10,20,13,19
25428,Roman Polanski,19258666,sysop,144485,6422,554,50,340766,25428,11,26,19,43
25459,Rocky Mountains,5535875,sysop,48157,4712,352,35,52390,25459,19,3,3,24
25856,Radiation,3911900,sysop,42922,3894,514,47,28788,25856,3,19,7,10
26033941,Julian Assange,15564742,sysop,242517,10167,1042,120,176188,26033941,23,50,29,61
26574,Rooster,2977562,sysop,56,3925,201,11,27499,26574,0,0,0,3
268115,Ocelot,3755481,sysop,60155,2872,256,25,41473,268115,7,3,3,19
2685664,Sonic the Hedgehog (2006 video game),1119139,sysop,68456,10761,478,20,11582,2685664,39,7,4,17
2696891,Charlotte's Web (2006 film),1178755,sysop,21954,1063,90,9,14235,2696891,1,2,2,24
2730733,Willie Mason,296361,sysop,41847,1163,37,3,2289,2730733,1,3,1,14
27712,Sugar,6403390,sysop,90470,4982,514,43,52563,27712,26,7,7,14
27783,Stem cell,5181235,sysop,91920,6735,1011,37,20109,27783,34,11,8,16
27964,Sikhism,9462167,sysop,170580,10361,1135,63,91024,27964,35,15,14,24
28504,San Diego,7708816,sysop,194795,7984,566,58,77648,28504,38,11,8,36
2983,Austria-Hungary,8269063,sysop,254161,6092,615,93,109687,2983,50,41,10,50
30027,Tycho Brahe,2770390,sysop,92764,4322,344,34,19648,30027,13,3,3,45
30094393,South Carolina Research Authority,8391,sysop,2146,196,Fewer than 30 watchers,,17,30094393,1,0,0,14
302602,Wolverine (character),10199055,sysop,170918,10743,789,32,52311,302602,24,10,3,29
30343,Torah,5693919,sysop,61469,4769,979,85,57763,30343,27,7,4,20
30388,Thylacine,6454228,sysop,108782,4302,478,52,67935,30388,30,8,8,16
312990,7 World Trade Center,3416117,sysop,74479,3481,415,23,32786,312990,23,3,3,14
31988866,Mufaddal Saifuddin,602992,sysop,88744,3045,95,9,6321,31988866,11,9,7,28
321956,List of common misconceptions,6229998,sysop,375231,10717,1876,190,82604,321956,36,25,19,27
322375,Phyllis Schlafly,4418334,sysop,53909,2315,213,16,26992,322375,9,2,2,30
3284182,List of spells in Harry Potter,2208118,sysop,0,,416,12,0,0,0,,,
33879,Windows XP,5240447,sysop,121889,10970,911,61,69007,33879,53,42,25,13
35783123,Grizzly bear,5451752,sysop,105412,6763,290,31,76304,35783123,31,12,9,13
371248,Prussia,10727917,sysop,88525,3790,594,57,103960,371248,20,8,6,35
3727561,Firozpur district,111685,sysop,5698,351,Fewer than 30 watchers,,1215,3727561,9,3,3,10
37398,The Walt Disney Company,14809007,sysop,137372,11244,1050,133,185798,37398,46,41,27,25
38428,Deer,5537425,sysop,86630,5830,333,23,56972,38428,21,14,12,21
38902,Brown,1243556,sysop,40081,2351,151,14,12049,38902,10,7,7,13
39669,Dengue fever,10508469,sysop,82036,3829,394,30,52546,39669,25,2,2,23
40017873,Diabetes mellitus,9197523,sysop,185,78,845,109,19263,40017940,0,0,0,8
4176378,Joaquín Guzmán,7198866,sysop,58,1,209,57,4337,53266713,0,0,0,
41938992,Maddie Ziegler,13106310,sysop,95845,3514,250,41,93577,41938992,6,43,20,13
41999710,Nadeshot,1013275,sysop,27205,2027,49,6,11256,41999710,11,2,2,10
42089078,Zootopia,15235947,sysop,137744,5328,282,53,93752,42089078,41,17,12,18
4250553,Gene,4895849,sysop,106845,4195,615,50,29044,4250553,9,10,6,12
42990507,Big Brother Canada (season 3),431001,sysop,59408,1628,Fewer than 30 watchers,,2075,42990507,4,0,0,4
43345873,Power Rangers Dino Charge,2294646,sysop,13582,893,82,9,12413,43345873,9,2,2,3
4335354,Howard Webb,797312,sysop,44899,2515,70,8,16707,4335354,1,17,15,18
43490,Windmill,2532034,sysop,37634,3460,218,24,19020,43490,15,3,3,14
44112,John Dalton,2985428,sysop,44337,4430,265,34,14783,44112,10,4,4,40
442588,Mario Party,1304497,sysop,97313,2406,154,21,22038,442588,12,16,10,6
44832534,Connor Franta,1056929,sysop,24469,840,108,3,4721,44832534,0,3,3,12
45246,Korn,6770977,sysop,153868,14438,710,39,101168,45246,25,17,12,31
45311,Cultural Revolution,6193344,sysop,199197,4960,594,53,77509,45311,31,11,8,22
4543,Blue,4103984,sysop,120966,6462,406,44,36054,4543,16,6,6,21
45478592,Ukrah,17453,sysop,4458,404,Fewer than 30 watchers,,180,45712800,12,14,7,18
46365176,Call of Duty: Black Ops III,6738868,sysop,74085,1826,130,19,32884,46365176,19,3,3,17
4637590,Bob Dylan,24756098,sysop,247400,16915,1412,99,269260,4637590,34,25,14,50
47335,Catfish,3874683,sysop,64558,2926,201,12,60553,47335,15,2,2,14
47570046,Shaun King (activist),889195,sysop,96,4,64,15,382,52894365,0,0,0,4
48750897,Favonian,3345,sysop,45,5,Fewer than 30 watchers,,29,48750897,0,0,0,
4877697,Daniel Sturridge,5888455,sysop,86633,4563,85,16,105936,4877697,3,18,12,8
48899498,List of Power Rangers Dino Super Charge episodes,891490,sysop,37471,406,45,8,2504,48899498,2,1,1,4
5042481,Cuba,16009319,sysop,223753,13893,1172,91,439959,5042481,23,132,65,59
50873,Feather,1157705,sysop,75945,1537,139,15,9140,50873,17,1,1,14
52726,Green Day,10795404,sysop,139273,14982,1127,57,129342,52726,30,11,11,32
530567,Bam Margera,8461552,sysop,45830,3107,253,17,243079,530567,6,47,25,19
53395,Harry Houdini,9266340,sysop,105004,8161,614,46,85235,53395,18,19,12,39
5520,Cocos (Keeling) Islands,1979816,sysop,71826,1523,192,22,28337,5520,68,6,4,42
56615,Bangkok,7112235,sysop,167998,8196,391,45,64404,56615,47,15,13,37
585629,Kiev,4537726,sysop,153,40,487,81,7915,6700583,0,0,0,7
6048021,Sarah Natochenny,465985,sysop,21454,1095,42,8,5149,6048021,3,5,4,11
60832,Hatshepsut,3133240,sysop,60793,5446,424,34,28455,60832,30,7,3,24
620,Animal Farm,9507587,sysop,74610,6976,612,42,116715,620,36,14,8,21
649861,Muhammad ibn Musa al-Khwarizmi,1830220,sysop,65753,3995,542,34,20637,649861,93,16,10,42
6736418,Phil Hall (US writer),14549,sysop,9508,167,Fewer than 30 watchers,,77,6736418,3,1,1,5
67516,Fourth International,532438,sysop,56405,1753,127,20,5972,67516,11,3,2,17
68253,List of sovereign states,7394709,sysop,130229,8570,898,112,79441,68253,69,9,8,10
699466,Habbo,840547,sysop,43900,7546,484,12,7655,699466,32,10,4,8
70101,National Rifle Association,4437634,sysop,185148,5405,447,49,18112,70101,23,6,5,30
718196,Albert Pujols,4363070,sysop,203205,8742,165,25,87532,718196,10,30,22,19
723489,Miranda Cosgrove,10346632,sysop,50327,6019,508,44,184566,723489,9,23,15,19
7669549,Great Fire of London,4544647,sysop,54511,3584,398,37,57092,7669549,18,13,10,11
80103,Coldplay,13255097,sysop,182190,12823,1047,64,153441,80103,15,92,30,27
8242057,Blink-182,11085385,sysop,114680,16723,722,40,186613,8242057,29,14,10,31
84508,Josef Mengele,13728277,sysop,54650,6398,685,56,162403,84508,19,9,9,34
8998584,Cack,12911,sysop,359,11,Fewer than 30 watchers,,118,8998584,0,0,0,2
90050,Nefertiti,5518781,sysop,47431,3264,390,31,51790,90050,4,4,4,21
9334,Ecuador,9044931,sysop,185525,11369,467,60,101844,9334,24,19,14,63
9356,El Salvador,7709328,sysop,145965,10485,440,47,118288,9356,21,24,13,36
445112,13th_Airborne_Division_(United_States),231967,sysop,26179,396,36,4,2448,445112,3,0,0,9
20238168,14th_Dalai_Lama,7974027,sysop,173686,6745,635,56,129538,20238168,42,17,12,53
16429381,157473_Emuno,8405,sysop,275,25,Fewer than 30 watchers,,1,16429381,0,0,0,7
0,1848â€“49_massacres_in_Transylvania,1,sysop,0,,Fewer than 30 watchers,,0,0,0,,,
11574890,1880_Republican_National_Convention,195738,sysop,66649,481,42,5,1016,11574890,2,0,0,5
58042748,1919_Austrian_Constitutional_Assembly_election,2779,sysop,74,3,Fewer than 30 watchers,,71,58042748,0,0,0,
1402627,1933_Atlantic_hurricane_season,180548,sysop,73751,783,40,5,1979,1402627,5,0,0,8
1402267,1941_Atlantic_hurricane_season,58416,sysop,23647,206,31,5,297,1402267,6,0,0,7
22612619,1946_California's_12th_congressional_district_election,29651,sysop,60744,657,Fewer than 30 watchers,,391,22612619,1,1,1,5
10723564,1960_South_Vietnamese_coup_attempt,106833,sysop,52093,429,37,8,433,10723564,2,0,0,6
44574268,2011_Libyan_Civil_War,594202,sysop,52,4,308,15,5738,44574268,0,0,0,
31858060,2011_MotoGP_Season,504,sysop,54,103,Fewer than 30 watchers,,2,31858060,0,0,0,
34484872,2012_MotoGP_Season,2400,sysop,54,2,Fewer than 30 watchers,,7,34484872,0,0,0,
35742298,2012_Stanley_Cup_final,413,sysop,37,2,Fewer than 30 watchers,,1,35742298,0,0,0,
2176142,2012_Summer_Olympics,6290265,sysop,148340,7451,492,41,510782,2176142,60,25,19,20
46945,2013,1369235,sysop,58852,5336,177,18,7262,46945,57,6,4,
39323148,2013_Stanley_Cup_finals,1433,sysop,69,2,Fewer than 30 watchers,,10,39323148,0,0,0,2
39323133,2013_stanley_cup_finals,2048,sysop,69,2,Fewer than 30 watchers,,2,39323133,0,0,0,2
48630,2014,1661173,sysop,57444,5838,170,21,7826,48630,21,17,6,
42486165,2014_Stanley_Cup_finals,851,sysop,69,3,Fewer than 30 watchers,,2,42486165,0,0,0,2
42486166,2014_stanley_cup_final,984,sysop,69,3,Fewer than 30 watchers,,6,42486166,0,0,0,2
44212120,2015_BWF_Super_Series,143773,sysop,21613,431,Fewer than 30 watchers,,247,44212120,1,0,0,
48741993,2015_Baltimore_unrest,1527,sysop,53,1,63,30,4,48741993,0,0,0,
31662519,2015_Canadian_federal_election,1303885,sysop,104636,2623,144,26,28893,31662519,22,1,1,4
47917237,2015_Mina_stampede,1010860,sysop,139974,3048,93,7,9122,47917237,6,4,4,16
41276868,2015_Myanmar_general_election,156610,sysop,119858,1156,54,9,1999,41276868,10,4,2,5
46633273,2015_Stanley_Cup_finals,1238,sysop,69,2,Fewer than 30 watchers,,1,46633273,0,0,0,2
42731591,2015_in_American_television,608497,sysop,385324,3599,31,4,1359,42731591,1,5,5,16
46633271,2015_stanley_cup_finals,2310,sysop,69,2,Fewer than 30 watchers,,13,46633271,0,0,0,2
44552032,2016_BWF_Super_Series,246054,sysop,21513,547,Fewer than 30 watchers,,285,44552032,1,0,0,
51075331,2016_Nice_truck_attack,588590,sysop,106847,3746,209,33,18379,51075331,18,0,0,31
50537912,2016_Stanley_Cup_finals,1015,sysop,69,2,Fewer than 30 watchers,,1,50537912,0,0,0,2
43101951,2016_Taiwanese_general_election,23126,sysop,5575,749,44,2,240,43101951,13,0,0,
50537913,2016_stanley_cup_final,1212,sysop,69,2,Fewer than 30 watchers,,3,50537913,0,0,0,2
50537916,2016_stanley_cup_finals,2007,sysop,69,2,Fewer than 30 watchers,,2,50537916,0,0,0,2
54215533,2017_London_Bridge_attack,721698,sysop,68764,2451,148,20,12995,54215533,21,8,7,13
56995579,2017_Parsons_Green_bombing,129174,sysop,58,2,44,22,31,56995579,0,0,0,
54017850,2017_Stanley_Cup_final,779,sysop,69,2,Fewer than 30 watchers,,1,54017850,0,0,0,
55626926,2018_Stanley_Cup_Finals,701635,sysop,72180,625,Fewer than 30 watchers,,13581,55626926,7,15,8,5
57390538,2018_Stanley_Cup_final,148,sysop,69,2,Fewer than 30 watchers,,1,57390538,0,0,0,
62034133,2019_Rojava_offensive,139828,sysop,78,1,47,47,52,62034133,0,0,0,
57387798,2019_Stanley_Cup_Finals,625907,sysop,69731,661,Fewer than 30 watchers,,15947,57387798,7,12,5,5
60583939,2019_stanley_cup_final,935,sysop,69,2,Fewer than 30 watchers,,27,60583939,0,0,0,2
46698586,20th_Television_Animation,39509,sysop,12123,686,Fewer than 30 watchers,,8796,46698586,4,16,11,6
47263,243_Ida,312413,sysop,57284,853,94,8,1947,47263,11,2,2,7
10723564,1960_South_Vietnamese_coup_attempt,106833,sysop,52093,429,37,8,433,10723564,2,0,0,6
10079827,Max Blumenthal,706742,extendedconfirmed,82852,1861,165,29,9822,10079827,1,10,5,17
10396793,The Holocaust,23659748,extendedconfirmed,232017,18857,2099,154,222854,10396793,75,32,14,20
105922,King David Hotel bombing,825267,extendedconfirmed,54661,1795,178,20,8975,105922,4,0,0,18
1105029,Nair,1279895,extendedconfirmed,93503,6428,192,13,19208,1105029,32,2,2,9
11069849,Disappearance of Madeleine McCann,15604902,extendedconfirmed,166115,7200,423,56,129286,11069849,32,2,1,18
1114732,Palestine (region),3191399,extendedconfirmed,111362,5726,765,52,24093,1114732,13,6,5,34
11366634,Katie Hopkins,5596522,extendedconfirmed,108759,2816,159,28,226329,11366634,6,41,15,14
1162481,Modi'in Illit,164637,extendedconfirmed,17255,644,92,9,1518,1162481,7,0,0,16
1162486,Giv'at Ze'ev,61461,extendedconfirmed,11245,247,32,5,670,1162486,7,1,1,14
1204559,Jewish Voice for Peace,191281,extendedconfirmed,46380,655,97,9,2064,1204559,3,0,0,14
1245311,Finasteride,4455570,extendedconfirmed,65364,2010,208,28,46540,1245311,38,1,1,13
12520860,Demi Lovato,30892328,extendedconfirmed,179274,9108,1143,103,270782,12520860,26,23,11,35
1291598,List of best-selling music artists,14398998,extendedconfirmed,325980,22026,1025,70,155250,1291598,32,111,7,23
13394,Honduras,7070874,extendedconfirmed,123182,7373,399,38,93298,13394,15,13,4,40
13913,Hamas,7765224,extendedconfirmed,349173,11577,1150,102,59284,13913,34,14,7,37
13919,Hezbollah,7518738,extendedconfirmed,233321,11030,1414,63,59125,13919,47,8,6,38
142788,Gas chamber,3439109,extendedconfirmed,26696,1391,244,24,33618,142788,8,1,1,8
14305018,Armed Forces of the Islamic Republic of Iran,1557978,extendedconfirmed,98,1,152,15,3089,67508150,0,0,0,3
14533,India,72957075,extendedconfirmed,305394,26153,4751,302,1113463,14533,47,44,18,55
145422,Joe Biden,65254841,extendedconfirmed,301346,9600,1225,379,623361,145422,117,77,31,41
14995351,Michael Jackson,53078122,extendedconfirmed,243249,31556,3059,183,630620,14995351,74,12,7,51
15123,Israeli settlement,1558288,extendedconfirmed,213670,4931,355,45,12349,15123,21,9,5,28
1526718,Kayastha,1641873,extendedconfirmed,49111,3975,136,17,23871,1526718,8,6,4,12
15606119,List of wars involving Israel,1445243,extendedconfirmed,31648,885,138,15,13607,15606119,8,0,0,11
15619833,Karan Singh Grover,7369447,extendedconfirmed,34899,5323,118,8,58087,15619833,0,13,9,7
15679978,Israeli Apartheid Week,62622,extendedconfirmed,28304,530,77,5,327,15679978,2,3,1,15
16043,Jerusalem,14058071,extendedconfirmed,269493,12154,1406,102,120316,16043,63,4,3,64
16454727,Bhumihar,1035791,extendedconfirmed,28688,2590,127,15,15756,16454727,5,4,3,5
17068,Kurds,6365724,extendedconfirmed,172111,8006,890,57,64961,17068,57,15,8,28
1796393,David Aldridge,611597,extendedconfirmed,5996,263,Fewer than 30 watchers,,4188,1796393,1,0,0,9
181786,Safavid dynasty,2420343,extendedconfirmed,23618,5028,464,49,20124,181786,21,0,0,15
18247176,Deir Yassin massacre,740650,extendedconfirmed,100670,3068,277,28,7290,18247176,12,2,1,15
18514671,Roblox,10603884,extendedconfirmed,54350,3656,508,96,384144,18514671,40,7,5,17
18934,Muhammad,23728902,extendedconfirmed,187490,20625,2548,167,272592,18934,98,18,11,52
18945005,Akbar,10650603,extendedconfirmed,143201,6929,467,36,170102,18945005,33,2,2,42
19196206,Douchebag,393472,extendedconfirmed,351,203,65,15,1406,19196206,2,0,0,
19281864,Katy Perry discography,2150116,extendedconfirmed,104954,6756,96,10,17698,19281864,6,3,3,10
19291,Morocco,17488785,extendedconfirmed,147377,9043,797,84,214835,19291,43,8,6,57
19323,Middle East,10065592,extendedconfirmed,70769,4509,698,55,122026,19323,28,11,5,40
19533905,Castiel (Supernatural),1836645,extendedconfirmed,74987,1878,119,9,13313,19533905,0,1,1,7
19698503,Anti-Zionism,1611063,extendedconfirmed,87645,4908,424,44,15859,19698503,50,1,1,15
197522,B. R. Ambedkar,17698298,extendedconfirmed,120091,6291,625,49,230061,197522,31,6,5,43
2006,Auschwitz concentration camp,12461562,extendedconfirmed,181812,5877,687,74,116609,2006,41,4,3,29
202354,Vietnam,20546409,extendedconfirmed,312373,10458,1218,98,241216,202354,46,6,4,45
2110323,Rihanna,32156514,extendedconfirmed,220948,16796,1604,104,316179,2110323,35,5,4,33
21212,Nazi Germany,18578841,extendedconfirmed,193829,13256,1567,161,236993,21212,85,8,7,22
21491730,Judea,1523941,extendedconfirmed,30894,1326,250,30,16092,21491730,18,6,3,18
21617375,Kallar (caste),476907,extendedconfirmed,11599,2006,52,11,6229,21617375,2,0,0,13
21736,Nazi Party,8369078,extendedconfirmed,116402,5509,723,92,118694,21736,42,2,2,34
21868967,Morgellons,2428631,extendedconfirmed,26195,4390,421,35,27800,21868967,12,1,1,8
22212156,Yadav,1785214,extendedconfirmed,45514,6412,146,20,29900,22212156,3,1,1,7
225891,Kamma (caste),1107024,extendedconfirmed,40783,4432,107,5,17130,225891,6,1,1,11
22946653,Shraddha Kapoor,12873852,extendedconfirmed,101189,4729,253,11,108595,22946653,3,1,1,
23235,Pakistan,31464013,extendedconfirmed,386557,19135,1725,116,431663,23235,89,36,18,61
23267,Palestinians,3589878,extendedconfirmed,207288,8392,525,43,30792,23267,34,9,6,39
23564616,Republic of Macedonia,7928187,extendedconfirmed,117,4,1041,37,4286,59940372,0,0,0,7
23943,Palestine,4703470,extendedconfirmed,3540,1799,694,26,10274,23943,25,1,1,
24093,Palestinian National Authority,1401722,extendedconfirmed,136761,2761,283,34,13245,24093,21,8,5,38
24113,President of the United States,30980561,extendedconfirmed,155493,10688,1671,168,241195,24113,90,12,9,27
241405,State of Palestine,14085482,extendedconfirmed,118984,4404,633,134,153485,241405,37,2,2,26
24324,Palestine Liberation Organization,2348609,extendedconfirmed,73628,3188,329,32,27967,24324,19,1,1,38
24596500,Kamaal Rashid Khan,1760361,extendedconfirmed,75,1,43,5,2091,62514488,0,0,0,5
25276055,Ariana Grande,56316780,extendedconfirmed,204402,9719,1475,143,501483,25276055,20,18,9,33
25572706,Miracle Mineral Supplement,1602602,extendedconfirmed,44124,953,174,24,14318,25572706,15,10,3,5
25613,Racism,7605178,extendedconfirmed,181417,12719,1211,88,74550,25613,47,3,3,28
25955086,Jews,13213285,extendedconfirmed,175662,10396,1613,123,124697,25955086,30,3,3,51
26293522,Lists of Palestinian rocket attacks on Israel,38148,extendedconfirmed,2442,55,Fewer than 30 watchers,,242,26293522,1,0,0,5
26494,Race and intelligence,2959231,extendedconfirmed,147226,13234,957,102,20601,26494,54,6,4,5
267603,Killings and massacres during the 1948 Palestine war,147957,extendedconfirmed,43892,1381,129,11,1306,267603,11,0,0,12
271409,Northern Cyprus,3248546,extendedconfirmed,138859,7808,437,45,61619,271409,45,1,1,36
27313295,Tosh.0,1670423,extendedconfirmed,27443,1261,1170,12,15381,27313295,18,0,0,5
2731583,Adolf Hitler,56231743,extendedconfirmed,171144,27062,3278,228,617685,2731583,54,29,13,61
28249265,Bitcoin,39952739,extendedconfirmed,212041,16636,1819,218,351863,28249265,53,9,8,41
28372535,Dan Vs.,406821,extendedconfirmed,23712,1938,67,13,9817,28372535,3,0,0,6
285059,Line of Control,1974023,extendedconfirmed,15759,463,128,13,16668,285059,14,7,2,10
2872825,List of social networking websites,5746759,extendedconfirmed,95,1,1166,44,5513,65785331,0,0,0,3
29044071,Cher Lloyd,2790557,extendedconfirmed,41680,3120,203,16,20769,29044071,12,1,1,20
29177750,Dota 2,5327670,extendedconfirmed,183925,3708,199,15,45485,29177750,25,1,1,14
29328,Six-Day War,9301478,extendedconfirmed,197033,6854,785,68,80346,29328,58,11,9,27
302972,Old City (Jerusalem),1350722,extendedconfirmed,36613,1332,275,27,10539,302972,13,0,0,32
3030955,Kashmir conflict,5054470,extendedconfirmed,325174,5865,415,28,33792,3030955,44,3,2,28
305010,Rahul Gandhi,8386913,extendedconfirmed,55491,4081,285,29,89531,305010,5,31,9,20
31321309,Terry Bean,82673,extendedconfirmed,20207,381,43,13,344,31321309,3,0,0,11
3196487,Prostitution in China,680034,extendedconfirmed,87066,1299,124,10,7237,3196487,8,2,1,13
32720869,Anita Sarkeesian,2106305,extendedconfirmed,54724,1578,305,31,15593,32720869,4,1,1,15
32917,Walt Disney,23262570,extendedconfirmed,105638,7737,1269,80,236547,32917,20,2,2,51
33209,West Bank,5491006,extendedconfirmed,181818,4457,501,54,43278,33209,34,0,0,44
34276,Yom Kippur War,6901644,extendedconfirmed,272598,6317,696,51,71111,34276,61,19,9,41
34289,Yasser Arafat,4785003,extendedconfirmed,129643,7292,777,45,48766,34289,27,3,2,46
343508,East Jerusalem,1346220,extendedconfirmed,130966,1671,239,32,9728,343508,15,4,3,24
34484,Zionism,8203882,extendedconfirmed,184956,9073,1325,99,64357,34484,24,4,4,43
351513,Aliyah,2337420,extendedconfirmed,109843,2489,373,33,22845,351513,12,3,3,16
35347635,Sasha Banks,11710601,extendedconfirmed,136400,4342,231,38,116058,35347635,9,15,7,16
3538069,Deepika Padukone,22504820,extendedconfirmed,147998,6509,492,18,198451,3538069,2,2,2,18
36040410,Woody Paige,341834,extendedconfirmed,5892,653,37,There may or may not be a watching user visiting recent edits,2779,36040410,3,0,0,4
36162236,Peter Huang,26588,extendedconfirmed,11947,188,35,4,209,36162236,7,0,0,7
36197,1948 Arab–Israeli War,4248694,extendedconfirmed,187645,6372,555,56,39289,36197,17,10,5,30
3624191,Palestinian,93381,extendedconfirmed,26,3,80,7,395,67547457,0,0,0,
367929,Israeli West Bank barrier,1677603,extendedconfirmed,143272,4270,314,16,7521,367929,34,1,1,18
37650258,List of highest-grossing Indian films,43579777,extendedconfirmed,160306,9424,484,25,190762,37650258,31,12,5,17
38577,Hebron,1671859,extendedconfirmed,192018,3988,275,30,16731,38577,14,8,3,30
38584582,Mandatory Palestine,3340555,extendedconfirmed,138691,3662,538,67,39846,38584582,11,3,3,29
3966054,Mexico,24314642,extendedconfirmed,317332,15572,1425,107,296810,3966054,51,29,11,64
40316,Kurdish languages,1238475,extendedconfirmed,42668,3240,249,26,18720,40316,25,2,1,28
4032739,Prostitution in South Korea,798234,extendedconfirmed,46599,868,69,8,7660,4032739,1,2,2,9
403293,Chris Benoit,10376263,extendedconfirmed,98833,8761,728,16,140047,403293,25,5,4,19
41511721,Mudar Zahran,62728,extendedconfirmed,9475,403,47,14,325,41511721,0,0,0,2
4178394,Chamar,985526,extendedconfirmed,15692,3059,80,2,15324,4178394,7,2,2,13
4246,Bollywood,11163083,extendedconfirmed,169966,7015,488,20,88997,4246,39,3,2,30
42835171,Cat Creek,5859,extendedconfirmed,413,45,Fewer than 30 watchers,,15,42835171,1,0,0,
42854546,Cankle,29791,extendedconfirmed,407,6,Fewer than 30 watchers,,46,42854546,0,0,0,3
43758363,Gamergate controversy,6556991,extendedconfirmed,193388,6404,589,83,58001,43758363,23,9,7,9
44089740,Brianna Wu,1274269,extendedconfirmed,29244,546,128,20,13095,44089740,7,1,1,11
44132,Ramallah,1505129,extendedconfirmed,74146,1307,150,25,14065,44132,9,0,0,29
44279911,Palestinian stone-throwing,131797,extendedconfirmed,109895,826,68,14,1066,44279911,7,0,0,5
444222,Narendra Modi,31206468,extendedconfirmed,277929,10155,1095,107,345691,444222,40,31,20,44
44632625,RuPaul's Drag Race (season 7),4780444,extendedconfirmed,42711,3247,61,7,72553,44632625,26,6,2,14
44980134,Đinh Bộ Lĩnh,83965,extendedconfirmed,8442,333,34,2,851,44980134,9,3,1,9
44980188,Peter Nguyen Van Hung,25820,extendedconfirmed,6357,457,52,8,117,44980188,7,1,1,13
4556155,Ahir,663253,extendedconfirmed,25602,3762,87,14,11311,4556155,10,4,4,7
46216,Israeli–Palestinian conflict,9667702,extendedconfirmed,188641,8050,859,116,77342,46216,66,1,1,25
47398645,Jat people,2463950,extendedconfirmed,61285,7278,251,26,34178,47398645,63,19,6,14
48416590,John Craven,686603,extendedconfirmed,8114,270,Fewer than 30 watchers,,4743,48416590,3,0,0,6
48460477,Natalie Cassidy,735169,extendedconfirmed,11037,626,39,3,7069,48460477,0,2,2,9
4848272,Donald Trump,510613501,extendedconfirmed,426183,36510,3278,465,641111,4848272,111,155,49,50
48569,Shimon Peres,3010325,extendedconfirmed,86232,2611,271,20,24869,48569,7,10,7,44
48675579,Steve Levy,398167,extendedconfirmed,8020,280,Fewer than 30 watchers,,3222,48675579,2,0,0,5
48816707,As'ad AbuKhalil,95153,extendedconfirmed,12367,576,76,17,823,48816707,11,0,0,23
48933602,Hank Goldberg,67702,extendedconfirmed,1856,214,Fewer than 30 watchers,,487,48933602,0,0,0,6
492331,Arab citizens of Israel,1405240,extendedconfirmed,222257,4974,310,34,13325,492331,35,2,2,30
5006922,Mukkulathor,752065,extendedconfirmed,12342,3394,97,12,10484,5006922,13,0,0,7
503193,Planned Parenthood,4595405,extendedconfirmed,133536,4367,336,32,19170,503193,14,4,3,21
510764,Einsatzgruppen,2671883,extendedconfirmed,81108,2139,292,47,34506,510764,33,7,4,18
514725,Nazi concentration camps,5725036,extendedconfirmed,43104,4007,379,39,40233,514725,15,4,1,18
52268,Sabra and Shatila massacre,1206438,extendedconfirmed,77026,2750,349,16,11221,52268,18,1,1,9
58568,Suez Crisis,7585527,extendedconfirmed,258665,4866,587,70,65154,58568,54,11,6,32
